BHK,Area,Is_Resale,Location,Status,Floor,Furnishing,Facing,Bathrooms,Balcony,Price
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
1.0,498.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,875.0,1,ahmedabad,Ready to Move,2 out of 10,Furnished,East,2.0,2.0,7500000.0
4.0,275.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,1.0,35000000.0
3.0,110.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,3.0,2.0,5100000.0
3.0,175.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,West,3.0,1.0,13500000.0
5.0,4734.0,1,ahmedabad,Ready to Move,16 out of 16,Unfurnished,East,5.0,1.0,36500000.0
3.0,103.0,1,ahmedabad,Ready to Move,12 out of 14,Unfurnished,East,3.0,1.0,6500000.0
4.0,2623.0,0,ahmedabad,Ready to Move,7 out of 13,Unfurnished,East,4.0,1.0,11800000.0
2.0,78.0,1,ahmedabad,Ready to Move,1 out of 5,Semi-Furnished,East,2.0,2.0,5600000.0
4.0,1707.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,4.0,1.0,21100000.0
2.0,105.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,6500000.0
